first_name,last_name,company_name,address,city,county,postal,phone1,phone2,email,web,full_name,email_domain,city_lenght,is_gmail
Domitila,Weissmann,"Ciocia, James A Esq",28 Berwick St,Moordown Ward,Bournemouth,BH9 1TT,01606833878,01928189722,domitila@gmail.com,http://www.ciociajamesaesq.co.uk,DomitilaWeissmann,gmail.com,13,True
Ivan,Aronov,Center For Pediatrics,94 Regent St,Over Kellet,Lancashire,LA6 1DB,01478392232,01410877250,ivan@gmail.com,http://www.centerforpediatrics.co.uk,IvanAronov,gmail.com,11,True
Diego,Augle,Farmers Electric Co Op Inc,4 Peover St,Walcot Ward,Bath Avon,BA1 6EF,01275397587,01933666689,diego.augle@gmail.com,http://www.farmerselectriccoopinc.co.uk,DiegoAugle,gmail.com,11,True
Peggy,Khov,"Goldberg, Stephen M Esq",328 Pallas St,Longford Ward,Greater Manchester,M32 8LJ,01619237602,01648417310,peggy.khov@gmail.com,http://www.goldbergstephenmesq.co.uk,PeggyKhov,gmail.com,13,True
Walton,Yuki,Best Wstrn Host Mtr Htl Palm,9 Waltham Rd,Yealmpton,Devon,PL8 2NS,01872808403,01885290666,wyuki@gmail.com,http://www.bestwstrnhostmtrhtlpalm.co.uk,WaltonYuki,gmail.com,9,True
Tony,Diazdeleon,Dilling Harris Inc,529 Llanrwst St,Southam,Gloucestershire,GL52 8TW,01765102036,01877593275,tony@gmail.com,http://www.dillingharrisinc.co.uk,TonyDiazdeleon,gmail.com,7,True
Mel,Picciuto,Avante Limited,8598 Rumney Rd,Hylands Ward,Essex,RM11 1QL,01885270480,01268443299,mel.picciuto@gmail.com,http://www.avantelimited.co.uk,MelPicciuto,gmail.com,12,True
Tijuana,Machalek,"Schwartz, Thomas E Esq",1149 Highfield Rd #996,Fareham South Ward,Hampshire,PO14 9JJ,01242532395,01336686264,tijuana.machalek@gmail.com,http://www.schwartzthomaseesq.co.uk,TijuanaMachalek,gmail.com,18,True
Derrick,Dolloff,Proto Tek Manufacturing,236 Blantyre Rd,Everton Ward,Merseyside,L6 2EN,01982734773,01619554437,derrick_dolloff@gmail.com,http://www.prototekmanufacturing.co.uk,DerrickDolloff,gmail.com,12,True
Alesia,Katie,Nelsons Trmt & Pest Cntrl Co,4 Covent Garden,Farnworth Ward,Greater Manchester,BL4 7AF,01333436799,01240614527,alesia_katie@gmail.com,http://www.nelsonstrmtpestcntrlco.co.uk,AlesiaKatie,gmail.com,14,True
Celestina,Keeny,Bfg Federal Credit Union,9 Milton St,Consett North ED,County Durham,DH8 5LP,01877379681,01600463475,celestina_keeny@gmail.com,http://www.bfgfederalcreditunion.co.uk,CelestinaKeeny,gmail.com,16,True
