first_name,last_name,company_name,address,city,county,postal,phone1,phone2,email,web,full_name,email_domain,city_lenght,is_gmail
Frankie,Marruffo,Paralegal Personnel,52 Morningside Rd #1,Cilybebyll Community,Neath Port Talbot,SA8 3HE,01295678319,01966999493,fmarruffo@gmail.com,http://www.paralegalpersonnel.co.uk,FrankieMarruffo,gmail.com,20,True
Paola,Dease,Sunderland Publishing Co,94 Enid St,Birchington,Kent,CT7 9BG,01333642646,01419231768,pdease@gmail.com,http://www.sunderlandpublishingco.co.uk,PaolaDease,gmail.com,11,True
Rodrigo,Hawkin,"Godfroy, William Esq",661 Great Crosshall St,Forth Ward,City of Edinburgh,EH5 2LR,01936611490,01280275755,rodrigo@hotmail.com,http://www.godfroywilliamesq.co.uk,RodrigoHawkin,hotmail.com,10,False
Luther,Alsman,Crossroads Travel Service Inc,227 Albert Terrace,Belvedere Ward,Greater London,DA17 6EF,01536639256,01494500403,luther@gmail.com,http://www.crossroadstravelserviceinc.co.uk,LutherAlsman,gmail.com,14,True
Casey,Dondero,Sarrail Lynch & Hall,464 Back Nile St #618,Acton Central Ward,Greater London,W3 6QJ,01728100333,01862338494,casey.dondero@hotmail.com,http://www.sarraillynchhall.co.uk,CaseyDondero,hotmail.com,18,False
Ressie,Bontemps,Typesetters,42 Eastwood St,Walton Ward,Cambridgeshire,PE4 6HB,01996854517,01616608138,ressie_bontemps@bontemps.co.uk,http://www.typesetters.co.uk,RessieBontemps,bontemps.co.uk,11,False
Sean,Schurman,Cooper Electric Supply Co,2877 Grain St,Caversham Ward,Berkshire,RG4 5DE,01773139510,01423385669,sean.schurman@schurman.co.uk,http://www.cooperelectricsupplyco.co.uk,SeanSchurman,schurman.co.uk,14,False
Celestina,Pince,Mcallister & Murphy Pc,13 Stockdale St #779,Abingdon on Thames,Oxfordshire,OX14 5QH,01763475078,01434734867,cpince@pince.co.uk,http://www.mcallistermurphypc.co.uk,CelestinaPince,pince.co.uk,18,False
Maira,Karas,"Blanton, Mary R Attorney",9 Cropper St,Northgate Ward,West Sussex,RH10 1YJ,01582839217,01927384903,maira.karas@yahoo.com,http://www.blantonmaryrattorney.co.uk,MairaKaras,yahoo.com,14,False
Beth,Barbone,Upper Deck Co,3 Gaskell St,Tynemouth Ward,Tyne and Wear,NE30 2NB,01210926114,01521151330,bbarbone@barbone.co.uk,http://www.upperdeckco.co.uk,BethBarbone,barbone.co.uk,14,False
Wei,Nobel,Victory Coating,5221 Royston St,Eccleshall,Staffordshire,ST21 6GA,01912146880,01608570699,wei_nobel@hotmail.com,http://www.victorycoating.co.uk,WeiNobel,hotmail.com,10,False
Melissia,Slotemaker,Twining Nemia & Steflik,83 St Johns Lane #43,Linlithgow Ward,West Lothian,EH49 7LS,01515360513,01936295031,mslotemaker@gmail.com,http://www.twiningnemiasteflik.co.uk,MelissiaSlotemaker,gmail.com,15,True
Letha,Akey,Jeanettes Drapery & Upholstery,603 Pall Mall,Layton Ward,Lancashire,FY3 8ND,01694424205,01605583419,letha_akey@akey.co.uk,http://www.jeanettesdraperyupholstery.co.uk,LethaAkey,akey.co.uk,11,False
Isaac,Semrad,"Prugh, Pamela J Cpa",76 Dawber St #6,Blackheath Westcombe Ward,Greater London,SE3 7JY,01939738818,01798503274,isaac.semrad@semrad.co.uk,http://www.prughpamelajcpa.co.uk,IsaacSemrad,semrad.co.uk,25,False
Kristine,Klipfel,"Neeley, Gregory W Esq",3380 Alexander St,Moulsham and Central Ward,Essex,CM1 9QQ,01710435506,01396935784,kristine.klipfel@yahoo.com,http://www.neeleygregorywesq.co.uk,KristineKlipfel,yahoo.com,25,False
Odette,Moussette,Village Business Center,216 Lissant St #8,Great Dunmow,Essex,CM6 1DQ,01712248851,01626260974,odette_moussette@gmail.com,http://www.villagebusinesscenter.co.uk,OdetteMoussette,gmail.com,12,True
Hobert,Panfilov,"Carlin, Angela G Esq",92 Phythian St #614,Gweek,Cornwall,TR11 5RR,01245353227,01518554407,hobert@gmail.com,http://www.carlinangelagesq.co.uk,HobertPanfilov,gmail.com,5,True
Isadora,Mchughes,Fan Shop,792 Queens Rd,Stretford Ward,Greater Manchester,M32 8LR,01526145485,01338403471,isadora.mchughes@mchughes.co.uk,http://www.fanshop.co.uk,IsadoraMchughes,mchughes.co.uk,14,False
Emily,Pogorelc,Mccartney Printing Services,5196 York St,Orsett Ward,Essex,SS17 8NS,01416913482,01439493163,emily.pogorelc@yahoo.com,http://www.mccartneyprintingservices.co.uk,EmilyPogorelc,yahoo.com,11,False
Desire,Barresi,Greater Cinc Schl Empl Crdt Un,428 Kearsley St,Hatton,Warwickshire,CV35 7UA,01819701096,01970482055,desire@gmail.com,http://www.greatercincschlemplcrdtun.co.uk,DesireBarresi,gmail.com,6,True
Rosalind,Stamps,"Haar, Allen F",8 Chestnut St,Barrowford,Lancashire,BB9 6EW,01918999052,01736843257,rosalind.stamps@stamps.co.uk,http://www.haarallenf.co.uk,RosalindStamps,stamps.co.uk,10,False
Vernell,Connley,Harmons,998 Roe St #6,Bellingham,Northumberland,NE48 2BX,01954363885,01585863534,vernell@hotmail.com,http://www.harmons.co.uk,VernellConnley,hotmail.com,10,False
Micheline,Mathieson,Mail Boxes Etc,3 Copenhagen Rd,George St,Aberdeenshire,AB25 3UZ,01857518738,01247541211,micheline.mathieson@yahoo.com,http://www.mailboxesetc.co.uk,MichelineMathieson,yahoo.com,9,False
Nathan,Outhouse,Grt Amercn Fed Svngs & Ln Assn,293 Vivian St,South Jesmond Ward,Tyne and Wear,NE2 1EY,01555702650,01364499130,nathan.outhouse@gmail.com,http://www.grtamercnfedsvngslnassn.co.uk,NathanOuthouse,gmail.com,18,True
Allene,Burau,Allied Plastics,8 Barlow St #6,Barlow,Derbyshire,S18 7TH,01731825958,01260963065,allene.burau@hotmail.com,http://www.alliedplastics.co.uk,AlleneBurau,hotmail.com,6,False
Julie,Sakshaug,Newton Clerk,5 Shakspeare St #66,St. Johns Ward,Hereford and Worcester,B61 8HD,01225180983,01641570473,julie@gmail.com,http://www.newtonclerk.co.uk,JulieSakshaug,gmail.com,14,True
Francisca,Shuhi,"Thompson, Chesney Md",7 Carolina St,Bodmin,Cornwall,PL31 1QF,01345878334,01639663121,fshuhi@shuhi.co.uk,http://www.thompsonchesneymd.co.uk,FranciscaShuhi,shuhi.co.uk,6,False
Marisha,Wilcoxon,Young Door Company,52 Trowbridge St,Knightsbridge and Belgravia Wa,Greater London,SW1X 9HB,01257461104,01422891030,marisha.wilcoxon@gmail.com,http://www.youngdoorcompany.co.uk,MarishaWilcoxon,gmail.com,30,True
Telma,Maraia,Reliable Yard Service,25 Village St,Elgin City South Ward,Moray,IV30 1SB,01500649863,01531881940,telma@maraia.co.uk,http://www.reliableyardservice.co.uk,TelmaMaraia,maraia.co.uk,21,False
Luke,Crete,M D & W Railway,4 Peach St #5112,Halstead,Kent,TN14 7EF,01375820236,01268175772,luke.crete@crete.co.uk,http://www.mdwrailway.co.uk,LukeCrete,crete.co.uk,8,False
Hubert,Mias,Chuckmaster Co,3614 Old Hall St #604,Fawley,Hampshire,SO45 2PT,01408965643,01857225719,hubert.mias@gmail.com,http://www.chuckmasterco.co.uk,HubertMias,gmail.com,6,True
Janella,Altobell,"Shannon, Paul V Esq",3768 Hey Green Rd,Hartshill,Warwickshire,CV10 0TH,01746505364,01411597527,jaltobell@hotmail.com,http://www.shannonpaulvesq.co.uk,JanellaAltobell,hotmail.com,9,False
Angelo,Lavista,Computemp,97 Newlands St,Kensington and Fairfield Ward,Merseyside,L6 9DU,01544247601,01210307796,angelo.lavista@gmail.com,http://www.computemp.co.uk,AngeloLavista,gmail.com,29,True
Tran,Mandiola,N Rockland Educl Fed Crdt Un,6226 Maitland St,West Bromwich Central Ward,West Midlands,B70 6DR,01609235350,01957151083,tran.mandiola@hotmail.com,http://www.nrocklandeduclfedcrdtun.co.uk,TranMandiola,hotmail.com,26,False
Reynalda,Vanhooser,A All In One Construction,891 Crocus St,Rowley Ward,West Midlands,B65 8EZ,01951872658,01350811035,reynalda@vanhooser.co.uk,http://www.aallinoneconstruction.co.uk,ReynaldaVanhooser,vanhooser.co.uk,11,False
Salley,Rieger,Barnett Industries Inc,1 Segrave St,Sutton Trinity Ward,West Midlands,B75 6HJ,01858162078,01992655281,salley.rieger@gmail.com,http://www.barnettindustriesinc.co.uk,SalleyRieger,gmail.com,19,True
Cheryll,Yurich,Blaineco Structural Movers,666 Moor Place,Shepway South Ward,Kent,ME15 8ST,01780380120,01494202350,cheryll_yurich@yurich.co.uk,http://www.blainecostructuralmovers.co.uk,CheryllYurich,yurich.co.uk,18,False
Crista,Viengxay,Green Point Savings Bank,1554 Christopher St,Everton Ward,Merseyside,L6 1BG,01976784016,01584387727,crista@yahoo.com,http://www.greenpointsavingsbank.co.uk,CristaViengxay,yahoo.com,12,False
Lino,Sutulovich,Sherpa Corp,55 Margaret Rd,Heaton Ward,"Yorkshire, West",BD9 4DA,01316590173,01980890046,lino.sutulovich@gmail.com,http://www.sherpacorp.co.uk,LinoSutulovich,gmail.com,11,True
Galen,Wendorf,"Russell, Amelia Mosley Esq",8830 Antonio St,Gillingham North Ward,Kent,ME7 1DZ,01220653456,01420489285,galen.wendorf@wendorf.co.uk,http://www.russellameliamosleyesq.co.uk,GalenWendorf,wendorf.co.uk,21,False
Gilbert,Langarica,Inter American Press Assn,82 Sinclair St,Bangor Community,Gwynedd,LL57 1DW,01455565046,01432324277,gilbert.langarica@gmail.com,http://www.interamericanpressassn.co.uk,GilbertLangarica,gmail.com,16,True
Whitney,Goossen,Eagle Newspapers,7568 Atlas St,Butterwick,Lincolnshire,PE22 0HY,01255383731,01392955534,whitney.goossen@hotmail.com,http://www.eaglenewspapers.co.uk,WhitneyGoossen,hotmail.com,10,False
Socorro,Abrahams,Martin Morrissey,93 Clyde Rd #9,Deepdale Ward,Lancashire,PR1 6TN,01311567052,01387779081,socorro_abrahams@abrahams.co.uk,http://www.martinmorrissey.co.uk,SocorroAbrahams,abrahams.co.uk,13,False
Mauricio,Flam,"Callender, William C Esq",18 Nimrod St,Walney North Ward,Cumbria,LA14 3SJ,01640813748,01829160968,mflam@gmail.com,http://www.callenderwilliamcesq.co.uk,MauricioFlam,gmail.com,17,True
Phillip,Aloi,"Duffield, Michael C",6 Cannock St,Scarcroft,West Yorkshire,LS14 3BW,01490898175,01867710914,paloi@hotmail.com,http://www.duffieldmichaelc.co.uk,PhillipAloi,hotmail.com,9,False
Gilberto,Erixon,Advanced Data Systems,2258 Benedict St,Penryn,Cornwall,TR10 8RP,01582161403,01749718702,gerixon@gmail.com,http://www.advanceddatasystems.co.uk,GilbertoErixon,gmail.com,6,True
Thad,Puskarich,"Drubner, Norman S Esq",9302 Ismay St #6,Tenterden,Kent,TN30 6JP,01506152661,01686258819,thad_puskarich@puskarich.co.uk,http://www.drubnernormansesq.co.uk,ThadPuskarich,puskarich.co.uk,9,False
Bambi,Favaron,Desktop Center,3347 Lawrence Rd #456,Haverstock Ward,Greater London,NW5 4EU,01676354943,01588347636,bambi.favaron@yahoo.com,http://www.desktopcenter.co.uk,BambiFavaron,yahoo.com,15,False
Marshall,Kozikowski,Viking Lodge,47 Elwy St,Kilpatrick Ward,West Dunbart,G81 6RT,01913454226,01738622885,marshall@hotmail.com,http://www.vikinglodge.co.uk,MarshallKozikowski,hotmail.com,15,False
Chery,Wiederin,"Rosenkrance, Brent",553 Picton Rd,Astley Mosley Common Ward,Greater Manchester,M29 7AA,01274659801,01411236922,cwiederin@yahoo.com,http://www.rosenkrancebrent.co.uk,CheryWiederin,yahoo.com,25,False
Eileen,Montecalvo,Holiday House Apts,9986 Cantsfield St,St. Peters Ward,Tyne and Wear,SR6 9SD,01904227024,01278578708,eileen@yahoo.com,http://www.holidayhouseapts.co.uk,EileenMontecalvo,yahoo.com,15,False
Melita,Szpak,Or Draymen & Warehousemans,1 Sussex St,Cyfarthfa Community,Merthyr Tydfil,CF48 1AR,01431484822,01294348695,melita.szpak@szpak.co.uk,http://www.ordraymenwarehousemans.co.uk,MelitaSzpak,szpak.co.uk,19,False
Ashley,Jessie,"Haney, Tom C Md",9548 Ogwen St #84,Baguley Ward,Greater Manchester,M23 9GB,01740739731,01598368995,ashley_jessie@jessie.co.uk,http://www.haneytomcmd.co.uk,AshleyJessie,jessie.co.uk,12,False
Laila,Fend,Burlington Co Library,57 St Georges Hill,Crawcrook and Greenside Ward,Tyne and Wear,NE40 4LJ,01550206220,01624621665,lfend@gmail.com,http://www.burlingtoncolibrary.co.uk,LailaFend,gmail.com,28,True
Bobbie,Guillereault,Geneva Woods Professional Ctr,385 Upper Hampton St #39,Southey Ward,South Yorkshire,S5 8LL,01496781616,01606682963,bguillereault@gmail.com,http://www.genevawoodsprofessionalctr.co.uk,BobbieGuillereault,gmail.com,12,True
Dana,Paluszynski,Chile Pepper Magazine,6378 Lyell St #48,Trossachs and Teith Ward,Stirling,FK21 8TJ,01847224345,01907198323,dpaluszynski@paluszynski.co.uk,http://www.chilepeppermagazine.co.uk,DanaPaluszynski,paluszynski.co.uk,24,False
Freida,Newyear,"Flash, Elena Salerno Esq",675 Falstaff St #170,Chapel-en-le-Frith,Derbyshire,SK23 0QG,01773691786,01890803440,freida_newyear@yahoo.com,http://www.flashelenasalernoesq.co.uk,FreidaNewyear,yahoo.com,18,False
Val,Cellucci,Owensboro Brick & Tile,87 Pelops St,Kings Norton Ward,West Midlands,B38 8PL,01387155607,01488893833,vcellucci@yahoo.com,http://www.owensborobricktile.co.uk,ValCellucci,yahoo.com,17,False
Horace,Knapp,Mouw & Celello Pc,5 Eyes St,Mid and Upper Nithsdale Ward,Dumfries and Galloway,DG4 6LF,01924556297,01459140651,horace.knapp@yahoo.com,http://www.mouwcelellopc.co.uk,HoraceKnapp,yahoo.com,28,False
Joana,Reinecke,Visiting Nur Assn Ctrl Jersey,2427 Olney St #7,Amersham,Buckinghamshire,HP6 6JH,01320402522,01866827990,jreinecke@reinecke.co.uk,http://www.visitingnurassnctrljersey.co.uk,JoanaReinecke,reinecke.co.uk,8,False
Tiara,Schlichter,C C Industries,805 Westbank Rd,North Heywood Ward,Greater Manchester,OL10 2DU,01270562265,01769234788,tiara_schlichter@schlichter.co.uk,http://www.ccindustries.co.uk,TiaraSchlichter,schlichter.co.uk,18,False
Dacia,Swaisgood,Nelson & Paulson Chartered,36 Cranmer St #4697,Little Hereford,Shropshire,SY8 4LE,01984926059,01275123842,dacia.swaisgood@swaisgood.co.uk,http://www.nelsonpaulsonchartered.co.uk,DaciaSwaisgood,swaisgood.co.uk,15,False
Myong,Babineaux,Capital Thrpy & Spts Medcn Inc,2 Kirkdale Rd,Canning Town North Ward,Greater London,E16 4NF,01897419567,01801288675,mbabineaux@babineaux.co.uk,http://www.capitalthrpysptsmedcninc.co.uk,MyongBabineaux,babineaux.co.uk,23,False
Gene,Bleile,Sun Toledo Refinery Co,4687 Atherton St,Springfield Ward,West Midlands,B11 4HB,01257354396,01546626491,gene_bleile@bleile.co.uk,http://www.suntoledorefineryco.co.uk,GeneBleile,bleile.co.uk,16,False
Kanisha,Difiora,"Mata, Mario A Esq",513 Bailey St,Bontnewydd Community,Gwynedd,LL54 7UP,01770697837,01426535429,kanisha@gmail.com,http://www.matamarioaesq.co.uk,KanishaDifiora,gmail.com,20,True
Ayesha,Moeder,Meredith Paving Corp,620 Old Leeds St,Sheviock,Cornwall,PL11 3DF,01284871485,01800737237,ayesha@gmail.com,http://www.meredithpavingcorp.co.uk,AyeshaMoeder,gmail.com,8,True
Lanie,Smalarz,Philosophical Rsrch Scty Bkstr,5149 Maria Rd,Peterlee,County Durham,SR8 5RL,01218415062,01279431606,lanie.smalarz@yahoo.com,http://www.philosophicalrsrchsctybkstr.co.uk,LanieSmalarz,yahoo.com,8,False
Jaleesa,Polintan,New Jersey Tanning Co Inc,8 Taylor St,Shrub End Ward,Essex,CO2 9LW,01507519053,01973332478,jpolintan@polintan.co.uk,http://www.newjerseytanningcoinc.co.uk,JaleesaPolintan,polintan.co.uk,14,False
Tamekia,Flotow,All County Inc,588 Venmore St,Twickenham Riverside Ward,Greater London,TW1 2QH,01794317624,01958330790,tamekia.flotow@hotmail.com,http://www.allcountyinc.co.uk,TamekiaFlotow,hotmail.com,25,False
Ula,Otey,Mail Boxes Etc,1 Newby St,Coleshill,Warwickshire,B46 3LZ,01291565542,01581469043,ula@hotmail.com,http://www.mailboxesetc.co.uk,UlaOtey,hotmail.com,9,False
Rosendo,Ratel,Elmark Graphics Inc,5588 Lake St #903,Crystal Palace Ward,Greater London,SE19 2TJ,01404343160,01276749323,rratel@yahoo.com,http://www.elmarkgraphicsinc.co.uk,RosendoRatel,yahoo.com,19,False
Timmy,Lintner,Interdependence Associates Inc,9112 Hardwick St,Bowes,County Durham,DL12 9JB,01651232745,01711826233,tlintner@hotmail.com,http://www.interdependenceassociatesinc.co.uk,TimmyLintner,hotmail.com,5,False
Zita,Speltz,Mmm Design Group,2395 Gloucester Pl,Halliwell Ward,Greater Manchester,BL1 6DS,01368497445,01215755682,zita_speltz@yahoo.com,http://www.mmmdesigngroup.co.uk,ZitaSpeltz,yahoo.com,14,False
Aleisha,Lemm,Pathe Cmptr Cntrl Systems Corp,341 Birchfield St,Wareham St. Martin,Dorset,BH16 6JJ,01341997268,01864899304,aleisha.lemm@gmail.com,http://www.pathecmptrcntrlsystemscorp.co.uk,AleishaLemm,gmail.com,18,True
Naomi,Lavezzo,Torrefazione Italia Inc,9854 Ranelagh Place,Finedon,Northamptonshire,NN9 5EN,01469888112,01367310764,naomi.lavezzo@yahoo.com,http://www.torrefazioneitaliainc.co.uk,NaomiLavezzo,yahoo.com,7,False
Aretha,Bowling,"Sawyer, Robert M Esq",8 Nova Scotia,Caerphilly Community,Caerphilly,CF83 3AF,01816462521,01486709301,aretha@hotmail.com,http://www.sawyerrobertmesq.co.uk,ArethaBowling,hotmail.com,20,False
Mila,Figuera,U S Sapporo A Inc,72 Lime Place,Old Newton with Dagworth,Suffolk,IP14 4HG,01300650262,01573159208,mila_figuera@yahoo.com,http://www.ussapporoainc.co.uk,MilaFiguera,yahoo.com,24,False
Orville,Zuehl,"Teti, Louis N Esq",907 Denman St,Crowle and Ealand,North Lincolnshire,DN17 4EN,01998694754,01752405851,orville_zuehl@zuehl.co.uk,http://www.tetilouisnesq.co.uk,OrvilleZuehl,zuehl.co.uk,17,False
Gabriele,Geschke,Levy Security Consultants Ltd,5 Garfield St #9,Milton Regis Ward,Kent,ME10 2EJ,01404425588,01902692529,gabriele@geschke.co.uk,http://www.levysecurityconsultantsltd.co.uk,GabrieleGeschke,geschke.co.uk,17,False
Kara,Jaquish,El Adobe Inn,345 Feltwell Rd,St. Michaels and Wicksteed War,Northamptonshire,NN15 6BB,01691316298,01503303797,kara@yahoo.com,http://www.eladobeinn.co.uk,KaraJaquish,yahoo.com,30,False
Kenny,Lin,Mcmahan Mcmahan & Brinkley,1 Towson St,Howe of Fife and Tay Coast War,Fife,KY14 6AH,01753900033,01473417906,kenny@lin.co.uk,http://www.mcmahanmcmahanbrinkley.co.uk,KennyLin,lin.co.uk,30,False
Vashti,Sugai,Accurate Engraving Co,4 Candia St #6,Shipston on Stour,Warwickshire,CV36 4HE,01311723137,01528551210,vashti@gmail.com,http://www.accurateengravingco.co.uk,VashtiSugai,gmail.com,17,True
Jordan,Handsaker,Shirleys Print Shoppe,2 Cherry Lane,Strood South Ward,Kent,ME2 2NJ,01793443665,01964984369,jordan_handsaker@gmail.com,http://www.shirleysprintshoppe.co.uk,JordanHandsaker,gmail.com,17,True
Carisa,Degenhardt,Schwend Signs,7 Britannia Ave #875,Newton-with-Clifton,Lancashire,PR4 3RQ,01911775929,01913319581,carisa.degenhardt@degenhardt.co.uk,http://www.schwendsigns.co.uk,CarisaDegenhardt,degenhardt.co.uk,19,False
Audrie,Danaher,K C Products Co,63 Brunswick Sq,Llanelli Rural Community,Carmarthenshire,SA15 5YN,01344670413,01956885635,adanaher@yahoo.com,http://www.kcproductsco.co.uk,AudrieDanaher,yahoo.com,24,False
Shaunna,Rodamis,Engelbrecht Ackerman & Hassman,5 Gainsborough Rd,Newington Ward,Greater London,SE1 6EH,01658509610,01529959860,shaunna.rodamis@yahoo.com,http://www.engelbrechtackermanhassman.co.uk,ShaunnaRodamis,yahoo.com,14,False
Coleen,Langer,Valley Prodn Ctr For Vid & Aud,745 Goodall St #9309,Much Wenlock,Shropshire,TF13 6HB,01956525612,01746728526,coleen.langer@hotmail.com,http://www.valleyprodnctrforvidaud.co.uk,ColeenLanger,hotmail.com,12,False
Katie,Choinski,Coastal Technologies,1267 Alderson Rd,Churchdown,Gloucestershire,GL3 2BA,01606772920,01762227896,katie@choinski.co.uk,http://www.coastaltechnologies.co.uk,KatieChoinski,choinski.co.uk,10,False
Dannie,Brau,Goodfellow Agency,2 Gay St #3702,Werrington South Ward,Cambridgeshire,PE7 2QA,01675779811,01380595884,dbrau@brau.co.uk,http://www.goodfellowagency.co.uk,DannieBrau,brau.co.uk,21,False
Ashanti,Donn,Denticator,3409 Benns Gardens,Hollington Ward,East Sussex,TN38 9NE,01352599278,01721697548,adonn@yahoo.com,http://www.denticator.co.uk,AshantiDonn,yahoo.com,15,False
Madalyn,Dubberly,L & M Industrial Chemicals Inc,1 Lower Burlington St,Northfleet South Ward,Kent,DA11 8RN,01974720949,01910745476,madalyn.dubberly@gmail.com,http://www.lmindustrialchemicalsinc.co.uk,MadalynDubberly,gmail.com,21,True
Santos,Signore,"Gallagher, John J Esq",4706 Chapel Place #5993,Steyning,West Sussex,BN44 3DF,01614431131,01670346228,santos@gmail.com,http://www.gallagherjohnjesq.co.uk,SantosSignore,gmail.com,8,True
Alyce,Flamino,"Sadowski, Jeffrey A",4 Mather St,Holbrook Ward,West Midlands,CV6 4BN,01361927368,01678781372,alyce@yahoo.com,http://www.sadowskijeffreya.co.uk,AlyceFlamino,yahoo.com,13,False
Pearly,Ero,Rug Gallery,9960 Gilroy Rd,Woodhouse Ward,Greater London,N12 9JT,01329374051,01408866700,pero@hotmail.com,http://www.ruggallery.co.uk,PearlyEro,hotmail.com,14,False
Cherrie,Nitschke,"Watson, Richard I Md",3 Burnall St,Keighley,West Yorkshire,BD20 6DA,01373498883,01955289452,cherrie_nitschke@yahoo.com,http://www.watsonrichardimd.co.uk,CherrieNitschke,yahoo.com,8,False
Maia,Shadd,Pigeon Falls State Bank,8 Bigham Rd,Deal,Kent,CT14 9QJ,01950708083,01295412046,maia_shadd@gmail.com,http://www.pigeonfallsstatebank.co.uk,MaiaShadd,gmail.com,4,True
Edwin,Logghe,Joseph Victor & Son Inc,950 Gordon St,Heanor and Loscoe,Derbyshire,DE75 7FZ,01366667615,01627549610,edwin_logghe@hotmail.com,http://www.josephvictorsoninc.co.uk,EdwinLogghe,hotmail.com,17,False
Leigha,Semenza,Unique Epoxy,784 Juno St #7653,North Horsham,West Sussex,RH12 4GW,01406216625,01286731684,lsemenza@yahoo.com,http://www.uniqueepoxy.co.uk,LeighaSemenza,yahoo.com,13,False
Walker,Seeger,Jim Dunnam Builder Inc,69 Chantrey St #90,Hickling,Norfolk,NR12 0YB,01245616596,01531463162,walker.seeger@yahoo.com,http://www.jimdunnambuilderinc.co.uk,WalkerSeeger,yahoo.com,8,False
Nakita,Rodrigues,Richard Mulholland Prop Inc,4 Northbrook St #600,Edmonton Green Ward,Greater London,N18 2NF,01679150583,01607496390,nakita_rodrigues@gmail.com,http://www.richardmulhollandpropinc.co.uk,NakitaRodrigues,gmail.com,19,True
Kattie,Ozane,"Page, Patricia A Esq",526 Liffey St #759,Westbury,Wiltshire,BA13 3QU,01322491007,01807524286,kozane@gmail.com,http://www.pagepatriciaaesq.co.uk,KattieOzane,gmail.com,8,True
Lamar,Suite,T J Boyle & Associates,6301 Dorset Rd,Harefield Ward,Greater London,UB9 6LF,01716613102,01885144424,lsuite@yahoo.com,http://www.tjboyleassociates.co.uk,LamarSuite,yahoo.com,14,False
Juliana,Uken,Charles S Cavadini Cic,4 Summer Seat Bootle,Moulsecoomb and Bevendean Ward,Brighton and Hove,BN2 4TL,01962844141,01981109913,juliana.uken@yahoo.com,http://www.charlesscavadinicic.co.uk,JulianaUken,yahoo.com,30,False
Chan,Loftin,Hydrick Law Offices,84 Walton Village,Horfield Ward,Bristol,BS7 0AX,01507583669,01698163177,chan@gmail.com,http://www.hydricklawoffices.co.uk,ChanLoftin,gmail.com,13,True
Delpha,Detamore,Bilar Tool & Die Inc,8 Tagus St #9814,Cleator Moor,Cumbria,CA25 5EF,01322480025,01517750609,delpha.detamore@yahoo.com,http://www.bilartooldieinc.co.uk,DelphaDetamore,yahoo.com,12,False
Floyd,Tivis,Sheplers Western Wear,770 Jamaica St,Penmaenmawr Community,Conwy,LL34 6BH,01882970809,01838712829,floyd_tivis@hotmail.com,http://www.sheplerswesternwear.co.uk,FloydTivis,hotmail.com,21,False
Chantell,Besong,"Kelly, Mark C",11 Tetlow St,Parsons Green and Walham Ward,Greater London,SW6 4QP,01607329400,01218142767,chantell_besong@gmail.com,http://www.kellymarkc.co.uk,ChantellBesong,gmail.com,29,True
Martin,Fonua,Aviation Insurance Inc,7642 Ledward St,Cressington Ward,Merseyside,L19 0LN,01919185409,01921686016,mfonua@yahoo.com,http://www.aviationinsuranceinc.co.uk,MartinFonua,yahoo.com,16,False
Hyun,Erdman,"Hall, Ronald A",1432 Rutland Ave,Uckfield,East Sussex,TN22 9EF,01594744010,01356404829,hyun@gmail.com,http://www.hallronalda.co.uk,HyunErdman,gmail.com,8,True
Nada,Arey,Advanced Engineering Assocs,22 Harewood St #95,Acton Trussell and Bednall,Staffordshire,ST17 0RU,01576627827,01822753601,nada@hotmail.com,http://www.advancedengineeringassocs.co.uk,NadaArey,hotmail.com,26,False
Elizabeth,Pata,"Hirsch, Henry L Esq",645 Lister Drive,Denwick,Northumberland,NE66 2LQ,01634662999,01571674820,elizabeth@gmail.com,http://www.hirschhenrylesq.co.uk,ElizabethPata,gmail.com,7,True
Dominic,Washmuth,"Bremer, Duncan S Esq",8977 Old Leeds St #87,Beaminster,Dorset,DT8 3DR,01725615270,01722996936,dwashmuth@hotmail.com,http://www.bremerduncansesq.co.uk,DominicWashmuth,hotmail.com,10,False
Alise,Packebush,Wnc Forklift Inc,22 Delamore St,Hereford,Hereford and Worcester,HR1 2EA,01266695304,01517702273,alise.packebush@gmail.com,http://www.wncforkliftinc.co.uk,AlisePackebush,gmail.com,8,True
Flo,Bardsley,"Hancock, John J Esq",35 Walton Lane,Loughborough Ashby Ward,Leicestershire,LE11 4PF,01983847833,01418645161,flo.bardsley@hotmail.com,http://www.hancockjohnjesq.co.uk,FloBardsley,hotmail.com,23,False
Bonita,Sandblom,Transbay Steel Corp,22 Kilshaw St,Wimbledon Park Ward,Greater London,SW19 7DT,01989617161,01723502274,bsandblom@gmail.com,http://www.transbaysteelcorp.co.uk,BonitaSandblom,gmail.com,19,True
Royal,Rush,"Severt, Todd D Esq",1 Argyle St,Hyde Werneth Ward,Greater Manchester,SK14 5AR,01934427282,01809860488,royal.rush@yahoo.com,http://www.severttodddesq.co.uk,RoyalRush,yahoo.com,17,False
Erasmo,Talentino,Active Air Systems,3 Garden Lane,Darton West Ward,South Yorkshire,S75 5JY,01492454455,01304185373,erasmo.talentino@hotmail.com,http://www.activeairsystems.co.uk,ErasmoTalentino,hotmail.com,16,False
Mari,Smeby,A B E Doors & Windows,4309 Chisenhale St,Rock,Hereford and Worcester,DY14 9XQ,01423202676,01733169475,msmeby@gmail.com,http://www.abedoorswindows.co.uk,MariSmeby,gmail.com,4,True
